"Chuột chơi game ZOWIE EC3-C","zowie","1590000","12","[https://product.hstatic.net/1000026716/product/thumbchuot_bf5d10e6f7924debb4401b7ee7cf5ba5.png, https://product.hstatic.net/1000026716/product/z3119259393470_39677ee7f7e1fe87f6f0f2e70ab622b2_724ab9df923844a983a39c823dd88022.jpg, https://product.hstatic.net/1000026716/product/z3119259369497_a937fa278887e4df541417effae5391c_40427a4f0afd462d9b4ad02a1728f57e.jpg, https://product.hstatic.net/1000026716/product/z3119259386719_2a6349c1b67a9cf65eca3ba7a4232e2c_af08cd0b0ee44dd382c1fa0014883f84.jpg, https://product.hstatic.net/1000026716/product/z3119259386977_95fc4a9a5170558d55f621407872d6ce_8d5fc1b94ddd45e19d9b3500a5c96836.jpg, https://product.hstatic.net/1000026716/product/z3119259386990_08ee84086b17520b608fa4d3d70a0020_be1ea3f09e29499690202c8941bd3374.jpg]","Chuột và bàn phím Zowie luôn là sự lựa chọn hàng đầu của nhiều game thủ khi tìm cho mình những dòng sản phẩm chất lượng chiến được mọi tựa game.","{USB=USB 2.0 / 3.0 Plug & Play, Nút bấm=5 nút, Model=Chuột ZOWIE EC3-C, Kích thước=Nhỏ, Thiết kế=Công thái học bất đối xứng, DPI=400 / 800 / 1600 / 3200, Report Rate=125 / 500 / 1000 Hz, Chiều dài dây cáp chuột=2m / 6.6 ft}"
"Chuột Razer Deathadder V3 Pro Faker Edition","razer","4390000","24","[https://product.hstatic.net/1000026716/product/thumbchuot_d48b1fc55115417cae8e12993f1103b0.gif, https://product.hstatic.net/1000026716/product/hong-day-razer-deathadder-v3-pro-wireless-faker-edition-38883096559861_55d27411196e498f9fd3ca7cb575283c.jpg]","Deathadder V3 Pro dòng chuột không dây chơi game chất lượng khi sở hữu nhiều công nghệ hiện đại mang đến tốc độ xử lý nhanh chóng. Không chỉ dừng lại ở đó, Razer còn mang đến thị trường thêm phối màu “Unkillable Demon King” Faker Edition.","{Tuổi thọ Switch=Lên đến 90 triệu lần nhấn, Cảm biến=Cảm biến quang học Focus Pro 30K, Kích thước (D x R x C)=128 x 68 x 44 mm, Led=Không, IPS=750, Gia tốc tối đa (G)=70, Số nút=5, Switch=Optical Gen-3, Trọng lượng=63g, Feet chuột=100% PTFE, Kết nối=Không dây, DPI=30000, Thương hiệu=Razer}"
"Chuột Logitech G203 LightSync Lilac","logitech","400000","24","[https://product.hstatic.net/1000026716/product/chu-g203-liac_bc8352c7e86b43cb86fc13cbf92bdc97.gif, https://product.hstatic.net/1000026716/product/g203-lilac_7968f9cd9b8a45ce8c58a924b5cf18bf.png, https://product.hstatic.net/1000026716/product/g203-lilac-gallery-3_5abdfb52e4474fb2bf9920884a1740f6.png, https://product.hstatic.net/1000026716/product/g203-lilac-gallery-1_44773613fcc54a74be48c9eb4ca2f72f.png, https://product.hstatic.net/1000026716/product/g203-lilac-gallery-4_a9b38d0ad1904a5a8dc41215b7b75fa9.png]","Chuột gaming Logitech G203 LightSync Lilac thuộc phân khúc chuột gaming giá rẻ của nhà Logitech. Nhưng không vì vậy là chất lượng không được đảm bảo. Logitech G203 được trang bị cảm biến quang học chất lượng cao, đạt độ nhạy lên đến 8000 DPI. Thực thế, Logitech G203 cho độ chính xác cao và tương thích với nhiều miếng lót chuột hay trackpad.","{Mắt đọc=Mercury Sensor, Tên sản phẩm=Chuột Logitech G203 LightSync Lilac, Gia tốc=30g, Tần số phản hồi=1000Hz, Số lượng nút bấm=6, Thiết kế=Đối xứng - Ambidextrous, Màu sắc=Tím, Điểm ảnh trên 1 inch (DPI)=8000, IPS=200, Chất liệu vỏ=Nhựa ABS, Thương hiệu=Logitech}"
"Chuột CoolerMaster MM711 RGB White Matte","cooler master","390000","24","[https://product.hstatic.net/1000026716/product/untitled-1-17_1586911e0347422fa625cf8c750f6ad6.gif, https://product.hstatic.net/1000026716/product/thumbchuot_5e045417aeb7465891b13d52f019ab4d.gif, https://product.hstatic.net/1000026716/product/mm711w-glossy-gallery-1-zoom_ef8052aaf20d44fab2cfb31331f03d3d.png, https://product.hstatic.net/1000026716/product/mm711w-matte-gallery-6-zoom_c58aebf0a1834d19a763bfecaf0a89aa.png, https://product.hstatic.net/1000026716/product/mm711w-matte-gallery-5-zoom_317dcbddae07464eb39deeab734653c6.png, https://product.hstatic.net/1000026716/product/mm711w-matte-gallery-4-zoom_8d8c6d27fb504a3f9c96e7302b2331e9.png, https://product.hstatic.net/1000026716/product/mm711w-matte-gallery-3-zoom_b7097c593d4f4bf8947a0f403d5579d9.png, https://product.hstatic.net/1000026716/product/chu-mm711-mattle-white_f78742c4d5bf49b9ad2dd7f69aca67ce.gif]","Cooler Master đã khẳng định tên tuổi của mình với những linh kiện máy tính phục vụ hiệu quả cho hiệu quả tản nhiệt cùng khả năng nắm bắt thị trường dành cho game thủ. Áp dụng những kinh nghiệm ấy, Cooler Master đã mang đến cho chúng ta sản phẩm chuột siêu nhẹ với model MM711 RGB White Matte. Cùng GEARVN tìm hiểu chi tiết về chú chuột này ngay nào !","{Chất liệu=Nhựa ABS, Feet chuột=PTFE, Led=Có. RGB trên con cuộn và logo, Màu sắc=Trắng mờ}"
"Chuột không dây Logitech M331 Silent","logitech","350000","12","[https://product.hstatic.net/1000026716/product/logitech-m330-silent-plus_1657e3518eec422a949659f2dc30a62b.png, https://product.hstatic.net/1000026716/product/logitech-m330-silent-plus__1__481a6c81c57d4ca98cc53ac0170577a2.png, https://product.hstatic.net/1000026716/product/logitech-m330-silent-plus__2__6fea6916aac144a5ae06b8bf59d2014d.png, https://product.hstatic.net/1000026716/product/logitech-m330-silent-plus__3__1bbf6424dd9546cca998cae3f0eaf2b9.png, https://product.hstatic.net/1000026716/product/logitech-m330-silent-plus__4__d0caf208a205448cac7605b765a3cec6.png, https://product.hstatic.net/1000026716/product/logitech-m330-silent-plus__6__2346aeedf61b4b8daa6d5364c185232f.png, https://product.hstatic.net/1000026716/product/logitech-m330-silent-plus__7__e9816b0d273644d7b9f238f9893a55c6.png, https://product.hstatic.net/1000026716/product/logitech-m330-silent-plus__5__03472c8a27524bda976332a5cfb39829.png, https://product.hstatic.net/1000026716/product/logitech-m330-silent-plus__9__b7c66ee94624470782c482cb718aed49.png]","Logitech M331 Silent là dòng chuột máy tính không dây được thiết kế với các đường cong uốn lượn, bo tròn và ôm sát lòng bàn tay, giúp người sử dụng giảm bớt sự đau mỏi của cổ tay và ngón tay. Hai bên thân chuột có các khối hình tam giác nhỏ được sắp xếp liền kề nhau tạo độ bám giúp các ngón tay không bị trơn trượt trong quá trình sử dụng.","{Trọng lượng:=91g (kèm pin), Số nút:=3, Kiểu kết nối:=Không dây 2.4 GHz, Phụ kiện:=1 pin AA Đầu thu nano, Tương thích:=Windows 7. 8. 10 trở lên MacOS 10.5 trở lên Linux Kernel 2.6+, Phạm vi không dây:=10 mét, Công nghệ SilentTouch:=Nhấp chuột trái/phải. nhấp chuột giữa. tính năng cuộn và trượt đã được giảm tiếng ồn, Kích thước:=105.4 x 67.9 x 38.4 mm, DPI tối thiểu:=1000±, Thời gian sử dụng pin:=24 tháng (tùy vào các yếu tố khác), Tích hợp Unifying:=Có, Màu sắc:=Đen/ Xanh Dương/ Đỏ}"
"Chuột Logitech POP with Emoji Button Blast Yellow","logitech","590000","24","[https://product.hstatic.net/1000026716/product/thumbchuot_3_db7d820b3ea740a9af02d3874b2b6668.png, https://product.hstatic.net/1000026716/product/gearvn-gearvn-chuot-logitech-pop-with-emoji-button-blast-yellow-1_716cab5f8fe449eaadd84a6cfcde2d03.jpg, https://product.hstatic.net/1000026716/product/gearvn-gearvn-chuot-logitech-pop-with-emoji-button-blast-yellow-2_7cde64282ca548a4bdf3b703db0ceb86.jpg, https://product.hstatic.net/1000026716/product/gearvn-gearvn-chuot-logitech-pop-with-emoji-button-blast-yellow-3_f1ceabead27641a4aa0526a9652b8dda.jpg, https://product.hstatic.net/1000026716/product/gearvn-gearvn-chuot-logitech-pop-with-emoji-button-blast-yellow-4_a64b7acc469548779d2cb45db65a3d12.jpg, https://product.hstatic.net/1000026716/product/gearvn-gearvn-chuot-logitech-pop-with-emoji-button-blast-yellow-5_84484dec47524920839993525922a847.jpg, https://product.hstatic.net/1000026716/product/gearvn-gearvn-chuot-logitech-pop-with-emoji-button-blast-yellow-6_2c42852e102240f6b6274e6537551404.jpg, https://product.hstatic.net/1000026716/product/gearvn-gearvn-chuot-logitech-pop-with-emoji-button-blast-yellow-7_ca502f046c044d97a112926f4ce3157a.jpg]","Chuột máy tính không dây là một trong những sự lựa chọn hàng đầu vì sự tiện lợi và dễ dàng kết nối với nhiều thiết bị khác nhau từ máy tính, laptop và các dòng máy tablet đang có trên thị trường.","{Loại kết nối=Công nghệ Bluetooth tiết kiệm năng lượng (5.1) Phạm vi không dây: Phạm vi không dây 10 m, Pin=Loại pin: 1 pin AA (đi kèm), Công nghệ cảm biến=Theo dõi quang học có độ chính xác cao của Logitech, Trọng lượng (kèm pin)=82 gram, Kích thước=104.8 x 59.4 x 35.2 mm, Nút=Số lượng nút: 4 (Nhấp trái/phải. Nút cuộn với nút nhấp chuột giữa. nút trên cùng) Có thể tùy chỉnh nút trên cùng bằng phần mềm Emoji Đa thiết bị: 3 kênh Easy-Switch Nút bật / tắt với công nghệ tiết kiệm năng lượng, Tương thích=Windows 10.11 trở lên macOS 10.15 trở lên Chrome OS iPadOS 13.4 trở lên Hoạt động với Microsoft Surface Tương thích với đầu thu USB Logi Bolt, Hỗ trợ phần mềm=Logi Options+ Phần mềm Emoji Khả dụng trên macOS 10.15 trở lên và Windows 10 trở lên.}"
"Chuột Logitech G402 Hyperion","logitech","650000","24","[https://product.hstatic.net/1000026716/product/chu-log-g402_f48629ddbbbd4cc8a22d8151ffaf2bbf.gif, https://product.hstatic.net/1000026716/product/z3420520962871_ebb1fcb446d1c8edec7dedb3f80b0bc6_950afe9464b349b78465f70f37b39340.jpg, https://product.hstatic.net/1000026716/product/logitech-g402-hyperion-fury-ultr__1__e963208d9f634260bc0ac1a224c5be36.png, https://product.hstatic.net/1000026716/product/logitech-g402-hyperion-fury-ultr_f70b6cf060ce4690965f2664ab204159.png]","Chuột Logitech G402 sở hữu tốc độ quét lên tới 500 IPS, sử dụng công nghệ cảm biến mới nhất của Logitech là Fusion Engine cho độ chính xác cực cao khi sử dụng.","{}"
"Chuột Logitech G Pro Hero","logitech","890000","24","[https://product.hstatic.net/1000026716/product/gvn_gpro_e1f879374ab24024a063a40112fd0a9f.png, https://product.hstatic.net/1000026716/product/gvn_gprob_e6888bfbd46f417ebf5f4aaca0969673.jpg, https://product.hstatic.net/1000026716/product/gvn_gproa_958db0b8cd644e37a7c78c484dc2c325.jpg, https://product.hstatic.net/1000026716/product/gvn_gproc_00488fdacc1e4f4792db749e9cbc16e8.jpg]","· Tình Trạng : Mới 100% - Fullbox","{}"
"Chuột Logitech G304 Lightspeed Wireless","logitech","790000","24","[https://product.hstatic.net/1000026716/product/chu-g304-black_83846a7c0e754357a1d1bd2e2707ffc0.gif, https://product.hstatic.net/1000026716/product/gvn_log_g304_3df28cd60a48412b8fb1d2ff762dc6a9.png, https://product.hstatic.net/1000026716/product/gvn_log_g304__3__a4bb3a38865b46d79f0cf6caea1177e9.png, https://product.hstatic.net/1000026716/product/gvn_log_g304__6__f6438a49c3e6411bbea59f059f306dfe.png, https://product.hstatic.net/1000026716/product/gvn_log_g304__2__9dc0f252e9764c05a881d60d8b3b28c3.jpg, https://product.hstatic.net/1000026716/product/gvn_log_g304__2__780b3e4dfe9c478097d4652f7fec7417.png, https://product.hstatic.net/1000026716/product/gvn_log_g304__5__cf3f2d7546894056b3be267987852907.png, https://product.hstatic.net/1000026716/product/gvn_log_g304__4__7b78a3f8706f430093d8077b11efe8cb.png, https://product.hstatic.net/1000026716/product/chu-g304-black_b48d1efe7aab4342950de4b980bddd8b.gif]","G304 là một trong những dòng chuột Logitech chơi game với công nghệ LIGHTSPEED được thiết kế cho hiệu suất thực sự với các đột phá công nghệ mới nhất ở mức giá thành phù hợp. Đó là chơi game không dây thế hệ mới, hiện đã sẵn sàng cho mọi game thủ.","{Cảm biến=HERO, Bộ nhớ tích hợp=1 cấu hình, Công nghệ LIGHTSPEED=Có, Hệ thống=Ứng lực Nút Cơ học, Tuổi thọ pin=250 giờ, Tốc độ tối đa=> 400 IPS, Tăng tốc tối đa=> 40 G, Trọng lượng=99g, Tương thích phần mềm=Logitech Gaming Software, Kích thước=116.6 x 62.15 x 38.2 ( mm ) ( Dài x Rộng x Cao ), Tốc độ báo cáo không dây=1000Hz ( 1ms ), Bộ vi xử lý=ARM 32-bit, Độ phân giải=200 – 12000 DPI}"
"Chuột Logitech G403 HERO","logitech","990000","24","[https://product.hstatic.net/1000026716/product/gvn_logitech_g403ha_643f1513decf40fdaba66be65dd2ad12.jpg, https://product.hstatic.net/1000026716/product/gvn_logitech_g403h_2c7ff4b55f6f41e0a55f446a4d4360f3.jpg, https://product.hstatic.net/1000026716/product/gvn_logitech_g403h__2__3240b3aa76cf4758af0f98cc46c372ff.jpg, https://product.hstatic.net/1000026716/product/gvn_logitech_g403h__3__25c60120339e498c92c5ac7986a7b7c5.jpg]","Chuột Logitech G403 gia nhập cuộc chơi với cảm biến HERO 25K thế hệ mới. Cảm biến tiên tiến nhất của Logitech từ trước tới nay, với khả năng theo dõi 1:1, 400+ IPS và độ nhạy DPI tối đa 100-25,600 — cùng tính năng làm mượt, lọc và tăng tốc.","{Trọng lượng:=87.3 g, Hãng sản xuất:=Logitech, Model:=G403 HERO, Tốc độ tối đa:=Được kiểm nghiệm > 400 IPS, Tần suất gửi tín hiệu USB:=1000 Hz (1ms), Độ dài dây cáp:=2.1 m (dây nhựa), Cảm biến:=HERO 25K, Led:=RGB, Định dạng dữ liệu USB:=16 bit/trục, Số nút:=6 nút, Kích thước:=124 x 68 x 43 mm, Bộ vi xử lý:=32-bit ARM, Độ phân giải:=100 – 25.600 DPI, Tăng tốc tối đa:=Được kiểm nghiệm >40G}"
"Chuột Logitech G502 Hero","logitech","990000","24","[https://product.hstatic.net/1000026716/product/chu-g502-hero_8e0b24544bf64aa6b2a0ea2f4d0e2110.gif, https://product.hstatic.net/1000026716/product/gearvn_logitech_g502hero.png, https://product.hstatic.net/1000026716/product/71nyibsqwgl._sl1500_.jpg, https://product.hstatic.net/1000026716/product/logitech-g502-hero-gaming-mouse-debuts-600x566.jpg, https://product.hstatic.net/1000026716/product/high_resolution_logitech-g502-hero-left-profile-edited-100770385-large.jpg, https://product.hstatic.net/1000026716/product/chu-g502-hero_96906d38c4234bc2a88b4cc4b21640ff.gif]","Ngoài hiệu suất cốt lõi và các tính năng cá nhân, nhiều chi tiết được thiết kế và chế tạo với sự tận tâm. Logitech G502 Hero là một trong những dòng chuột gaming giá rẻ so với các sản phẩm ở cùng phân khúc với dây bện với nút buộc dây có khóa nhám, phần cầm nắm bên có viền cao su, cửa từ vào khoang để khối nặng và nhiều hơn nữa.","{Trọng lượng:=121 g, Tốc độ tối đa:=> 400 IPS, Cảm biến:=HERO, Tốc độ báo cáo USB:=1000 Hz (1ms), Định dạng dữ liệu USB:=16 bit/trục, Chân PTFE:=> 250 ki-lô-mét, Độ dài dây:=2.10 m (dây cao su), Nút:=11 nút, Kích thước:=132 x 75 x 40 mm, Bộ vi xử lý:=ARM 32-bit, Bộ nhớ tích hợp:=Tối đa 5 cấu hình (yêu cầu phần mềm 127.1.7), LIGHTSYNC RGB:=1 khu vực, Độ phân giải:=100 - 16.000 dpi, Tăng tốc tối đa:=> 40 G}"
"Chuột Logitech G502 X White","logitech","1590000","24","[https://product.hstatic.net/1000026716/product/g502x-corded-gallery-1-white_d7fc0437d0fc436ba97c48ed06840680.png, https://product.hstatic.net/1000026716/product/gearvn-chuot-logitech-g502-x-white-1_ac902c7f65844d7b99933e35561cf680.jpg, https://product.hstatic.net/1000026716/product/gearvn-chuot-logitech-g502-x-white-2_25914b7ad23148438187224409796ee3.jpg, https://product.hstatic.net/1000026716/product/gearvn-chuot-logitech-g502-x-white-3_c9fbd49c66bc4d79908283d6367389fa.jpg, https://product.hstatic.net/1000026716/product/gearvn-chuot-logitech-g502-x-white-4_98a36f10be134ae79ed4afc6e72bac52.jpg, https://product.hstatic.net/1000026716/product/gearvn-chuot-logitech-g502-x-white-5_68a0e05d4a4744819e55bd026d55c174.jpg, https://product.hstatic.net/1000026716/product/gearvn-chuot-logitech-g502-x-white-6_a2d4ee2d8c244d93beac3d68a00d3d89.jpg, https://product.hstatic.net/1000026716/product/gearvn-chuot-logitech-g502-x-white-7_9b3cd90de4614e5687d220d6a152bc28.jpg]","Logitech G502, lineup chuột gaming đã quá nổi tiếng với mọi game thủ và người dùng. Gây ấn tượng mạnh với chúng ta thông qua ngoại hình ngầu lòi và mạnh mẽ, Logitech G502 nay đã được nâng cấp với phiên bản hoàn toàn mới mang tên Logitech G502 X White. Vậy thì chú chuột gaming này sẽ được trang bị những gì? Cùng tìm hiểu với GEARVN ngay sau đây nhé !","{Trọng lượng:=89g, Tốc độ tối đa:=> 400 IPS2, Cảm biến:=Hero 25K, Tương thích:=Windows® 10 trở lên macOS 10.14 trở lên, Nút:=13 Nút điều khiển có thể lập trình, Kích thước:=131.4 mm x 41.1 mm x 79.2 mm, DPI:=100 – 25.600, Chân PTFE:=Có độ ma sát thấp, Tăng tốc tối đa:=> 40G2}"
"Chuột Logitech G Pro Wireless","logitech","2490000","24","[https://product.hstatic.net/1000026716/product/gearvn-chuot-logitech-g-pro-wireless-1_d55861073737476eac32b63315542f31.png, https://product.hstatic.net/1000026716/product/gearvn-chuot-logitech-g-pro-wireless-2_47192b0519ad41d9b395585cc27cebe4.jpg, https://product.hstatic.net/1000026716/product/gearvn-chuot-logitech-g-pro-wireless-11_e7e41ccb6ddf4c1cac6880a831f89ed0.jpg, https://product.hstatic.net/1000026716/product/gearvn-chuot-logitech-g-pro-wireless-12_f59e7393b8934ef9b745bd3d376ccb57.jpg]","Logitech G Pro Wireless là sản phẩm chuột không dây chơi game được thiết kế tối ưu cho các tựa game Esport.","{Tăng tốc tối đa=>400IPS, Bảo hành=24 Tháng, Cảm biến=HERO™, Chiều cao=125.0 mm, Độ dài dây=1.80 m, Model=G Pro Wireless, Chiều dày=40.0 mm, Màu sắc=Đen, Độ phân giải=100 - 16.000 DPI, Thời gian sử dụng pin=Chiếu sáng mặc định: 48 giờ Không chiếu sáng: 60 giờ, Thương hiệu=Logitech, Chiều rộng=63.5 mm}"
"Chuột Logitech G502 X Black","logitech","1590000","24","[https://product.hstatic.net/1000026716/product/g502x-corded-gallery-1-black_f0e0cd7830324d7aa9ac02b80e1d4434.png, https://product.hstatic.net/1000026716/product/gearvn-chuot-logitech-g502-x-black-1_7014a693a5bb48febff10b093d38ad23.jpg, https://product.hstatic.net/1000026716/product/gearvn-chuot-logitech-g502-x-black-2_f386796207a046a9b09e38f5b7bf6ca3.jpg, https://product.hstatic.net/1000026716/product/gearvn-chuot-logitech-g502-x-black-3_b65d870779a544f4abac8b5074cc57ba.jpg, https://product.hstatic.net/1000026716/product/gearvn-chuot-logitech-g502-x-black-4_375541f295ea4f7c8d469d3413969f15.jpg, https://product.hstatic.net/1000026716/product/gearvn-chuot-logitech-g502-x-black-5_d0cac7ac18384296b8d1fffd594c66f6.jpg, https://product.hstatic.net/1000026716/product/gearvn-chuot-logitech-g502-x-black-6_291acf3278734ca187f45045883be358.jpg, https://product.hstatic.net/1000026716/product/gearvn-chuot-logitech-g502-x-black-7_d802b2a79b2e4941acf523be3311a39f.jpg]","Logitech G502, lineup chuột gaming đã quá nổi tiếng với mọi game thủ và người dùng. Gây ấn tượng mạnh với chúng ta thông qua ngoại hình ngầu lòi và mạnh mẽ, Logitech G502 nay đã được nâng cấp với phiên bản hoàn toàn mới mang tên Logitech G502 X Black. Vậy thì chú chuột gaming này sẽ được trang bị những gì? Cùng tìm hiểu với GEARVN ngay sau đây nhé !","{Trọng lượng:=89g, Tốc độ tối đa:=> 400 IPS2, Cảm biến:=Hero 25K, Tương thích:=Windows® 10 trở lên macOS 10.14 trở lên, Nút:=13 Nút điều khiển có thể lập trình, Kích thước:=131.4 mm x 41.1 mm x 79.2 mm, DPI:=100 – 25.600, Chân PTFE:=Có độ ma sát thấp, Tăng tốc tối đa:=> 40G2}"
"Chuột Razer Basilisk Ultimate","razer","2290000","24","[https://product.hstatic.net/1000026716/product/chu-raz-basilisk-ultimate_ae1678b74ae7439591e2f9fa760e7054.gif, https://product.hstatic.net/1000026716/product/gearvn-chuot-razer-basilisk-ultimate-1_2d28d30423c8455fa7b5de74a612189f.jpg, https://product.hstatic.net/1000026716/product/gearvn-chuot-razer-basilisk-ultimate-3_f33f231e07fd4e49abe19791ea992e19.jpg, https://product.hstatic.net/1000026716/product/gearvn-chuot-razer-basilisk-ultimate-2_45e4e98b55e04c84a8ee5823c2dfa1d2.jpg, https://product.hstatic.net/1000026716/product/gearvn-chuot-razer-basilisk-ultimate-4_95ad4b0beec942c28a0ccc93e22afa22.jpg, https://product.hstatic.net/1000026716/product/gearvn-chuot-razer-basilisk-ultimate-5_f74bb3ff69374d99a23ce2a4a6b8b1e7.jpg]","Để đáp ứng nhu cầu ngày càng cao của mọi game thủ, Razer đã nghiên cứu và áp dụng thành công công nghệ không dây Razer HyperSpeed trên dòng chuột máy tính mới nhất của mình.","{Cảm biến:=Razer Focus+, Switch:=Razer Switch ( 70 triệu lần nhấn ), Feet chuột:=100% PTFE, Thời lượng sử dụng pin:=100 Giờ, DPI:=20.000 dpi}"
"Chuột Razer Basilisk V3 Pro","razer","3690000","24","[https://product.hstatic.net/1000026716/product/thumbchuot-recovered_757cce0149c042149f8b58f30fcb3307.png]","Razer Basilisk V3 Pro “The king returns to raise the game” là sự kết hợp giữa công nghệ không dây đỉnh cao từ RAZER cùng thiết kế gaming góc cạnh hầm hố. Ở phiên bản Basilisk V3, Razer đã trang bị nhiều tính năng hiện đại, cao cấp GEARVN tin chắc đây sẽ là sản phẩm chuột máy tính không dây đáng sở hữu nhất hiện nay.","{Tuổi thọ Switch=90 triệu lần nhấp, Cảm biến=Quang học Focus Pro 30K, Led=Razer Chroma RGB, Kích thước (Dài x Rộng x Cao)=130 mm x 75.4 mm x 42.5 mm, IPS=750, Gia tốc tối đa (G)=70, Thời lượng pin=Lên đến 90 giờ (HyperSpeed), Số nút=11, Switch=Optical Gen-3, Trọng lượng=112 g, Feet chuột=100% PTFE, Kết nối=Có dây / Wireless / Bluetooth, DPI=30000}"
"Chuột Razer Basilisk V3 Pro White","razer","3690000","24","[https://product.hstatic.net/1000026716/product/thumbchuot-recovered_44dcc374ea4d40e9bfaa4fa0d086f62f.gif, https://product.hstatic.net/1000026716/product/techspace-zowie-ec2-wl-3_61d7e530856045489c9f6430ef933cee.jpg, https://product.hstatic.net/1000026716/product/techspace-zowie-ec2-wl-2_39d19fcffd9f4d909c3d08b91014b1ad.jpg]","Razer Basilisk V3 Pro White dòng chuột máy tính chơi game với nhiều tính năng nổi bật, công nghệ không dây với độ trễ cực thấp. Đặc biệt, sở hữu thiết kế ôm sát lòng bàn tay hỗ trợ cho việc di chuyển trở nên mượt mà, chắc chắn.","{Tuổi thọ Switch=90 triệu lần nhấp, Cảm biến=Quang học Focus Pro 30K, Led=Razer Chroma RGB, Kích thước (Dài x Rộng x Cao)=130 mm x 75.4 mm x 42.5 mm, IPS=750, Gia tốc tối đa (G)=70, Thời lượng pin=Lên đến 90 giờ (HyperSpeed), Số nút=11, Switch=Optical Gen-3, Trọng lượng=112 g, Feet chuột=100% PTFE, Kết nối=Có dây / Wireless / Bluetooth, DPI=30000}"
"Chuột Razer DeathAdder V2","razer","990000","24","[https://product.hstatic.net/1000026716/product/chu-raz-death-v2_1b67a3caaa4e469aaf0b78ed3ad30344.gif, https://product.hstatic.net/1000026716/product/chuot-gaming-da-v2-gearvn-1_59b42345fdb54b509619c7f74cdfb275.jpg]","Với hơn 10 triệu chiếc chuột Razer DeathAdder là dòng chuột máy tính chơi game cực nổi tiếng và đã được trao giải nhất trên thế giới trong nhiều năm qua. Nổi tiếng nhờ thiết kế công thái học đặc biệt. Hoàn toàn phù hợp cho form palm, và hỗ trợ tốt với form cầm claw hoặc finger tip. Chính vì thế, Razer DeathAdder V2 tiếp tục di sản này, giữ lại hình dạng đặc trưng của nó trong khi giảm thêm trọng lượng để xử lý nhanh hơn và cải thiện lối chơi của bạn. Vượt lên cả thiết kế công thái học thông thường để trở thành một thiết kế tối ưu hóa mang đến sự thoải mái hơn khi chơi game!","{Hãng sản xuất:=Razer, Kiểu kết nối:=Có dây, Tương thích phần mềm:=Razer Synapse 3, Cảm biến:=Razer Focus+, Switch:=Switch Razer quang học Tuổi thọ lên đến 70 triệu lượt nhấn, Đèn led:=Razer Chroma 16.7 triệu màu RGB, Số nút bấm:=8, Độ nhạy ( DPI ) :=20.000, Màu sắc:=Đen, Kiểu thiết kế:=Công thái học}"
"Chuột Razer Basilisk V3","razer","1190000","24","[https://product.hstatic.net/1000026716/product/chu-raz-basilisk-v3_18f42e218e564b61ae9bf53626347281.gif, https://product.hstatic.net/1000026716/product/gearvn-chuot-razer-basilisk-v3-1_b47a39920b774761bc240b1613eac945.jpg, https://product.hstatic.net/1000026716/product/gearvn-chuot-razer-basilisk-v3-2_4496e5e64a3d4625b653c0704753b015.jpg, https://product.hstatic.net/1000026716/product/gearvn-chuot-razer-basilisk-v3-3_df81f3cc7da44791a60f4ef865a9b736.jpg, https://product.hstatic.net/1000026716/product/gearvn-chuot-razer-basilisk-v3-4_a2497df5e5fa471f8954d8bce7c11b37.jpg, https://product.hstatic.net/1000026716/product/gearvn-chuot-razer-basilisk-v3-5_23924c8a9cb24a8eabd8ac3cb2df79db.jpg]","Razer mới vừa tung ra thị trường phiên bản mới của Razer Basilisk V3. Bạn hoàn toàn có thể tạo nên phong cách chơi game riêng cho bản thân, làm chủ và nâng cao phong độ trên mọi trận đấu. Mang thiết kế công thái học của một chuột gaming điển hình và 11 nút có thể tái lập trình, Basilisk V3 cho phép bạn điều chỉnh hiệu suất của chuột cho phù hợp với nhu cầu trải nghiệm của bản thân. Ngoài ra, nó còn tích hợp con lăn có độ nhạy tốt, thông minh và đèn LED Razer Chroma RGB. Đã đến lúc khuấy động những trận đấu theo cách riêng của bạn.","{Đèn RGB=Razer Chroma RGB, Cảm biến=Quang học, Tốc độ tối đa=650, Con lăn=Bánh xe nghiêng Razer HyperScroll 4 chiều Chế độ quay tự do và chế độ quay tự do được kích hoạt bằng điện tử, Thời lượng pin=Không có, Số nút=11, Bộ nhớ bo mạch=5, Cáp=Cáp Razer Speedflex, Độ nhạy tối đa=26000, Độ bền=70 triệu lần nhấp, Trọng lượng=101 g / 3.56 oz (Không bao gồm cáp), Tương thích dock=Không có, Thiết kế=Thuận tay phải, Kết nối=Có dây (Cáp Razer Speedflex), Lót chuột=100% PTFE}"
